persona_id,age,age_bucket,gender,race_ethnicity,education,income_bracket,ses,party_id,ideology,persona_text
158,57,45-64,male,Black,Bachelor's,25k-50k,Upper-middle,Independent / Other,Very liberal,"57-year-old Black male American with bachelor's education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
159,51,45-64,male,Asian,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Conservative,"51-year-old Asian male American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a conservative political ideology."
160,21,18-29,female,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Very conservative,"21-year-old White female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a very conservative political ideology."
161,39,30-44,male,Hispanic,Some college / Associate,150k+,High,Republican,Moderate,"39-year-old Hispanic male American with some college / associate education, 150k+ income, Republican party identification, and a moderate political ideology."
162,85,65+,male,White,Some college / Associate,50k-75k,Middle,Independent / Other,Conservative,"85-year-old White male American with some college / associate education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
163,31,30-44,male,White,Some college / Associate,<25k,Low,Independent / Other,Very liberal,"31-year-old White male American with some college / associate education, <25k income, Independent / Other party identification, and a very liberal political ideology."
164,84,65+,male,White,Some college / Associate,50k-75k,Middle,Independent / Other,Conservative,"84-year-old White male American with some college / associate education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
165,83,65+,female,Hispanic,No HS / HS only,50k-75k,Middle,Democrat,Very liberal,"83-year-old Hispanic female American with no hs / hs only education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
166,75,65+,female,Other / Mixed,No HS / HS only,75k-100k,Upper-middle,Democrat,Conservative,"75-year-old Other / Mixed female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a conservative political ideology."
167,64,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Republican,Moderate,"64-year-old White male American with no hs / hs only education, 25k-50k income, Republican party identification, and a moderate political ideology."
168,55,45-64,male,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Conservative,"55-year-old White male American with no hs / hs only education, 75k-100k income, Democrat party identification, and a conservative political ideology."
169,69,65+,male,White,Some college / Associate,<25k,Low,Republican,Very conservative,"69-year-old White male American with some college / associate education, <25k income, Republican party identification, and a very conservative political ideology."
170,39,30-44,male,Hispanic,No HS / HS only,50k-75k,Middle,Independent / Other,Moderate,"39-year-old Hispanic male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
171,61,45-64,female,White,Bachelor's,50k-75k,Upper-middle,Democrat,Liberal,"61-year-old White female American with bachelor's education, 50k-75k income, Democrat party identification, and a liberal political ideology."
172,42,30-44,male,White,No HS / HS only,<25k,Low,Democrat,Conservative,"42-year-old White male American with no hs / hs only education, <25k income, Democrat party identification, and a conservative political ideology."
173,61,45-64,female,White,No HS / HS only,100k-150k,Upper-middle,Democrat,Moderate,"61-year-old White female American with no hs / hs only education, 100k-150k income, Democrat party identification, and a moderate political ideology."
174,89,65+,female,Hispanic,Graduate degree,75k-100k,Upper-middle,Democrat,Moderate,"89-year-old Hispanic female American with graduate degree education, 75k-100k income, Democrat party identification, and a moderate political ideology."
175,84,65+,male,White,Bachelor's,50k-75k,Upper-middle,Republican,Liberal,"84-year-old White male American with bachelor's education, 50k-75k income, Republican party identification, and a liberal political ideology."
176,43,30-44,male,White,Bachelor's,50k-75k,Upper-middle,Republican,Conservative,"43-year-old White male American with bachelor's education, 50k-75k income, Republican party identification, and a conservative political ideology."
177,58,45-64,male,Other / Mixed,Bachelor's,100k-150k,High,Democrat,Liberal,"58-year-old Other / Mixed male American with bachelor's education, 100k-150k income, Democrat party identification, and a liberal political ideology."
178,82,65+,male,Asian,Bachelor's,50k-75k,Upper-middle,Democrat,Very liberal,"82-year-old Asian male American with bachelor's education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
179,38,30-44,female,White,Some college / Associate,150k+,High,Democrat,Moderate,"38-year-old White female American with some college / associate education, 150k+ income, Democrat party identification, and a moderate political ideology."
180,18,18-29,female,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Liberal,"18-year-old White female American with no hs / hs only education, 25k-50k income, Democrat party identification, and a liberal political ideology."
181,29,18-29,female,Hispanic,Bachelor's,<25k,Upper-middle,Democrat,Conservative,"29-year-old Hispanic female American with bachelor's education, <25k income, Democrat party identification, and a conservative political ideology."
182,29,18-29,male,White,Some college / Associate,150k+,High,Democrat,Liberal,"29-year-old White male American with some college / associate education, 150k+ income, Democrat party identification, and a liberal political ideology."
183,84,65+,female,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Very liberal,"84-year-old White female American with no hs / hs only education, 25k-50k income, Democrat party identification, and a very liberal political ideology."
184,59,45-64,female,White,Bachelor's,50k-75k,Upper-middle,Republican,Moderate,"59-year-old White female American with bachelor's education, 50k-75k income, Republican party identification, and a moderate political ideology."
185,54,45-64,male,White,Some college / Associate,25k-50k,Lower-middle,Republican,Conservative,"54-year-old White male American with some college / associate education, 25k-50k income, Republican party identification, and a conservative political ideology."
186,67,65+,female,Asian,Some college / Associate,100k-150k,Upper-middle,Republican,Very liberal,"67-year-old Asian female American with some college / associate education, 100k-150k income, Republican party identification, and a very liberal political ideology."
